Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Company,Clustered
,HKW 1 Werk Offstein,30.0,1.0,DE,,,STUR,Natural gas,0.3421,,,,,,,,,,,,yes,,,,,,,,,,,,,,Südzucker AG Mannheim,no
,Gemeinschaftskraftwerk Weig,11.4,1.0,DE,,,COMC,Natural gas,0.504,,,,,,,,,,,,yes,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG,no
,Gemeinschaftskraftwerk Weig,27.4,1.0,DE,,,COMC,Natural gas,0.5985,,,,,,,,,,,,yes,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG,no
,Gemeinschaftskraftwerk Weig,8.4,1.0,DE,,,STUR,Natural gas,0.3531,,,,,,,,,,,,yes,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG,no
,Industriekraftwerk Greifswald,38.0,1.0,DE,,,STUR,Natural gas,0.3993,,,,,,,,,,,,yes,,,,,,,,,,,,,,Industriekraftwerk Greifswald GmbH,no
,HKW Freiberg,13.4,1.0,DE,,,STUR,Natural gas,0.3993,,,,,,,,,,,,yes,,,,,,,,,,,,,,Freiberger Erdgas GmbH,no
,Kraftwerk IV,60.76,1.0,DE,,,STUR,Natural gas,0.4026,,,,,,,,,,,,yes,,,,,,,,,,,,,,Evonik Degussa GmbH,no
,BHKW Braunschweig,10.4,1.0,DE,,,STUR,Natural gas,0.4004,,,,,,,,,,,,yes,,,,,,,,,,,,,,Volkswagen AG,no
,Niehl 3,459.9,1.0,DE,,,STUR,Natural gas,0.4026,,,,,,,,,,,,yes,,,,,,,,,,,,,,RheinEnergie AG,no
,Heizkraftwerk FL,78.0,1.0,DE,,,COMC,Natural gas,0.612,,,,,,,,,,,,yes,,,110.72195121951219,,,,,,,,,,,Stadtwerke Flensburg GmbH,no
,KW Mittelsbüren,444.5,1.0,DE,,,COMC,Natural gas,0.612,,,,,,,,,,,,no,,,,,,,,,,,,,,Gemeinschaftskraftwerk Bremen GmbH und Co. KG,no
,Energieversogung Wedding,15.0,1.0,DE,,,STUR,Natural gas,0.3542,,,,,,,,,,,,yes,,,,,,,,,,,,,,Bayer AG,no
,Ford Saarlouis,22.0,1.0,DE,,,STUR,Natural gas,0.4026,,,,,,,,,,,,yes,,,,,,,,,,,,,,Ford-Werke GmbH,no
,Regensburg,13.25,2.0,DE,,,STUR,Natural gas,0.4004,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,BMW AG,yes
,Gasturbinen-HKW St. Wendel,19.5,1.0,DE,,,GTUR,Natural gas,0.4164,,,,,,,,,,,,yes,,,,,,,,,,,,,,Fresenius Medical Care Deutschland GmbH,no
,HKW West M5,38.7,1.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,,,,,,,,,,,,Mainova AG,no
,KWK Dingolfing BA 1,16.0,1.0,DE,,,STUR,Natural gas,0.4037,,,,,,,,,,,,yes,,,,,,,,,,,,,,BMW AG,no
,K5/T7,29.0,1.0,DE,,,STUR,Natural gas,0.4026,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Flensburg GmbH,no
,HKW 3 Stuttgart-Gaisburg,29.151,1.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,HKW Dresden-Nord,11.5,1.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,,,,,,,,,,,,DREWAG Stadtwerke Dresden GmbH,no
,HKW Lusan,39.400000000000006,2.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,ENGIE Deutschland GmbH,yes
,GM,10.0,1.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,,,,,,,,,,,,TEAG Thüringer Energie AG,no
,KWK Landshut,17.6,1.0,DE,,,STUR,Natural gas,0.4059,,,,,,,,,,,,yes,,,,,,,,,,,,,,BMW AG,no
,Dampfturbine 5,38.7,1.0,DE,,,STUR,Natural gas,0.4048,,,,,,,,,,,,yes,,,,,,,,,,,,,,Mainova AG,no
,KWK-Anlage Neukochen,15.0,1.0,DE,,,STUR,Natural gas,0.341,,,,,,,,,,,,yes,,,,,,,,,,,,,,Papierfabrik Palm GmbH & Co. KG,no
,Dingolfing BA2,13.5,1.0,DE,,,STUR,Natural gas,0.4059,,,,,,,,,,,,yes,,,,,,,,,,,,,,BMW AG,no
,Werk 1.1,13.5,1.0,DE,,,STUR,Natural gas,0.4059,,,,,,,,,,,,yes,,,,,,,,,,,,,,BMW AG,no
,Werk 1.5,13.6,1.0,DE,,,STUR,Natural gas,0.4059,,,,,,,,,,,,yes,,,,,,,,,,,,,,BMW AG,no
,Brokdorf,4180.0,3.0,DE,,,STUR,Nuclear,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Preussen Elektra GmbH,yes
,Grafenrheinfeld,1275.0,1.0,DE,,,STUR,Nuclear,,,,,,,,,,,,,no,,,,,,,,,,,,,,E.ON Kernkraft GmbH,no
,Kernkraft Gundremmingen ,2572.0,2.0,DE,,,STUR,Nuclear,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,RWE Power AG,yes
,Kernkraftwerk Emsland,1336.0,1.0,DE,,,STUR,Nuclear,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Power AG,no
,Gemeinschaftskernkraftwerk Neckarwestheim II,1310.0,1.0,DE,,,STUR,Nuclear,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Kernkraftwerk Philippsburg 2,1402.0,1.0,DE,,,STUR,Nuclear,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Werkskraftwerk Sappi Alfeld,2.8,1.0,DE,,,STUR,Oil,0.3784,,,,,,,,,,,,no,,,,,,,,,,,,,,Sappi Alfeld GmbH,no
,Wilmersdorf,276.0,2.0,DE,,,GTUR,Oil,0.3202,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Vattenfall Wärme Berlin AG,yes
,Moabit,34.0,1.0,DE,,,GTUR,Oil,0.3046,,,,,,,,,,,,no,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG,no
,Moabit,17.0,1.0,DE,,,GTUR,Oil,0.3046,,,,,,,,,,,,no,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG,no
,KW Mittelsbüren,86.0,1.0,DE,,,GTUR,Oil,0.315,,,,,,,,,,,,no,,,,,,,,,,,,,,swb Erzeugung AG & Co. KG,no
,Brunsbüttel,254.0,4.0,DE,,,GTUR,Oil,,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Vattenfall Europe Nuclear Energy GmbH,yes
,GT,86.2,1.0,DE,,,GTUR,Oil,0.3072,,,,,,,,,,,,no,,,,,,,,,,,,,,Stadtwerke Düsseldorf AG,no
,HKW Flensburg,30.0,1.0,DE,,,COMC,Oil,,,,,,,,,,,,,yes,,,42.58536585365854,,,,,,,,,,,Stadtwerke Flensburg GmbH,no
,Kraftwerk Fulda,24.8,1.0,DE,,,STUR,Oil,0.3971,,,,,,,,,,,,no,,,,,,,,,,,,,,RhönEnergie Fulda GmbH,no
,Spitzenlastkraftwerk Sermuth,17.0,1.0,DE,,,STUR,Oil,0.3795,,,,,,,,,,,,no,,,,,,,,,,,,,,envia THERM GmbH,no
,Spitzenlastkraftwerk Großkayna,120.0,1.0,DE,,,GTUR,Oil,0.3644,,,,,,,,,,,,no,,,,,,,,,,,,,,envia THERM GmbH,no
,Ingolstadt,386.0,1.0,DE,,,STUR,Oil,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Ingolstadt,386.0,1.0,DE,,,STUR,Oil,0.3564,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Kraftwerk Hausham,93.6,4.0,DE,,,GTUR,Oil,0.3332,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Peissenberger Kraftwerksgesellschaft mbH,yes
,MiRO,70.0,2.0,DE,,,STUR,Oil,0.3795,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,MiRO Mineraloelraffinerie Oberrhein GmbH & Co. KG,yes
,Shell Deutschland Oil GmbH,97.1,1.0,DE,,,COMC,Oil,0.38,,,,,,,,,,,,yes,,,235,,,,,,,,,,,Shell Deutschland Oil GmbH,no
,Raffineriekraftwerk,92.5,1.0,DE,,,COMC,Oil,0.38,,,,,,,,,,,,yes,,,208,,,,,,,,,,,TOTAL Raffinerie Mitteldeutschland GmbH,no
,Dampfkraftwerk Marbach am Neckar,77.4,1.0,DE,,,GTUR,Oil,0.3046,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Dampfkraftwerk Marbach am Neckar,85.0,1.0,DE,,,COMC,Oil,0.38,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Dampfkraftwerk Marbach am Neckar,263.5,1.0,DE,,,COMC,Oil,0.38,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Itzehoe,88.0,1.0,DE,,,STUR,Oil,0.3542,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Audorf,87.0,1.0,DE,,,STUR,Oil,0.3553,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,IKS PCK Schwedt,333.5,5.0,DE,,,STUR,Oil,0.37906,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,PCK Raffinerie GmbH,yes
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,Oil,0.3564,,,,,,,,,,,,no,,,95.11506849315069,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,Oil,0.3564,,,,,,,,,,,,no,,,95.11506849315069,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,Oil,0.3564,,,,,,,,,,,,no,,,95.11506849315069,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Irsching,415.0,1.0,DE,,,STUR,Oil,0.3564,,,,,,,,,,,,no,,,25,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Kraftwerk Walheim,136.0,1.0,DE,,,GTUR,Oil,0.3306,,,,,,,,,,,,no,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,SKW Gasturbine,24.0,1.0,DE,,,GTUR,Oil,0.3488,,,,,,,,,,,,no,,,,,,,,,,,,,,Allgäuer Überlandwerk GmbH,no
,SKW Diesel,10.5,1.0,DE,,,STUR,Oil,0.3608,,,,,,,,,,,,no,,,,,,,,,,,,,,Allgäuer Überlandwerk GmbH,no
,Wedel,101.0,2.0,DE,,,GTUR,Oil,0.3072,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Vattenfall Hamburg Wärme GmbH,yes
,Kraftwerk Werdohl-Elverlingsen,206.0,1.0,DE,,,STUR,Oil,0.3575,,,,,,,,,,,,no,,,,,,,,,,,,,,Mark-E AG,no
,Wilhelmshaven,56.0,1.0,DE,,,GTUR,Oil,0.3098,,,,,,,,,,,,no,,,,,,,,,,,,,,Uniper Kraftwerke GmbH ,no
,Spitzenlastanlage Barmen,60.0,1.0,DE,,,COMC,Oil,0.38,,,,,,,,,,,,no,,,54.53368022813257,,,,,,,,,,,WSW Energie & Wasser AG,no
,Zolling,50.0,1.0,DE,,,GTUR,Oil,0.3176,,,,,,,,,,,,no,,,,,,,,,,,,,,ENGIE Deutschland AG,no
,Abfallentsorgungszentrum Asdonkshof,4.8,1.0,DE,,,STUR,Oil,0.3817,,,,,,,,,,,,no,,,,,,,,,,,,,,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),no
,DKW Nord,22.8,2.0,DE,,,STUR,Oil,0.3663,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Vereinigte Wertach-Elektrizitätswerke GmbH,yes
,Kraftwerk,90.0,1.0,DE,,,STUR,Oil,0.3432,,,,,,,,,,,,yes,,,,,,,,,,,,,,Basell Polyolefine GmbH,no
,Kraftwerk,0.8,1.0,DE,,,STUR,Oil,0.3795,,,,,,,,,,,,no,,,,,,,,,,,,,,Martinswerk GmbH,no
,EEV,38.0,1.0,DE,,,STUR,Oil,0.3784,,,,,,,,,,,,yes,,,,,,,,,,,,,,Nynas GmbH & Co KG ,no
,Notstromdiesel,0.5,1.0,DE,,,STUR,Oil,0.3751,,,,,,,,,,,,,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH,no
,Spitzenkraftwerk,19.0,1.0,DE,,,STUR,Oil,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Eurowatt Spitzenkraft GmbH,no
,KW Mittelsbüren,160.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,no,,,,,,,,,,,,,,ArcelorMittal Bremen GmbH,no
,KW Mittelsbüren,110.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,no,,,,,,,,,,,,,,swb Erzeugung GmbH & Co. KG,no
,Duisburg Ruhrort 2,710.0,6.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,150.0,,,,,,,,,,,ThyssenKrupp Steel Europe AG,yes
,EBS-Heizkraftwerk,23.5,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Progroup Power 1 GmbH,no
,IKW,101.0,2.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,80.0,,,,,,,,,,,ArcelorMittal Eisenhüttenstadt GmbH,yes
,HKW West,19.7,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,no,,,33.63414634146341,,,,,,,,,,,Mainova AG,no
,Huckingen,606.0,2.0,DE,,,COMC,Other fuels,,,,,,,,,,,,,yes,,,68,,,,,,,,,,,Hüttenwerke Krupp Mannesmann GmbH,yes
,ILK-GuD,8.7,1.0,DE,,,COMC,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,InfraLeuna GmbH,no
,ILK-EKT,14.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,InfraLeuna GmbH,no
,ILK-GuD,20.0,1.0,DE,,,COMC,Other fuels,,,,,,,,,,,,,no,,,,,,,,,,,,,,InfraLeuna GmbH,no
,Kraftwerk Nord,87.5,1.0,DE,,,COMC,Other fuels,,,,,,,,,,,,,yes,,,280,,,,,,,,,,,BASF SE,no
,Heizkraftwerk NMS,53.6,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,SWN Stadtwerke Neumünster GmbH,no
,Kraftwerk Salzgitter,288.5,3.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Salzgitter Flachstahl GmbH,yes
,Gichtgaskraftwerk Dillingen,85.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,"Aktien-Gesellschaft der Dillinger Hüttenwerke, ROGESA Roheisengesellschaft Saar mbH und Zentralkokerei Saar GmbH, als Bruchteilsgemeinschaft",no
,UPM Schongau,6.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,UPM GmbH,no
,O10,94.2,5.0,DE,,,GTUR,Other fuels,,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Ineos Manufacturing Deutschland GmbH,yes
,Oxea GmbH,38.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,OXEA Produktion GmbH & Co.KG,no
,DK Kraftwerk,21.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,DK Recycling und Roheisen GmbH,no
,EBS-Kraftwerk Witzenhausen,28.0,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,B+T Energie GmbH,no
,Gemeinschaftskraftwerk Weig,10.3,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG,no
,Kraftwerk Raffinerie Heide,44.5,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Raffinerie Heide GmbH,no
,Werk Kalscheuren,26.5,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,no,,,,,,,,,,,,,,Orion Engineered Carbons GmbH,no
,Speicherfarm Leipzig,12.5,1.0,DE,,,STUR,Other fuels,,,,,,,,,,,,,no,,,,,,,,,,,,,,BMW AG,no
,Reuter,36.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG,no
,Dampfturbinenanlage der EBS-Kessel,35.0,1.0,DE,,,COMC,Waste,0.33,,,,,,,,,,,,yes,,,46.267806267806264,,,,,,,,,,,Solvay Chemicals GmbH,no
,MVA Bielefeld,34.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,MVA Bielefeld-Herford GmbH,no
,Heizkraftwerk Karlstraße,12.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,no
,KW Hafen,77.0,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,swb Entsorgung GmbH & Co. KG,yes
,DT,102.6,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,Stadtwerke Düsseldorf AG,yes
,MHKW Frankfurt,72.5,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Mainova AG,yes
,EEW Großräschen,23.3,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,EEW Energy from Waste Großräschen GmbH,no
,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,24.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,no
,Enertec Hameln,13.2,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Enertec Hameln GmbH,no
,EEW Energy from Waste Hannover GmbH,22.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,EEW Energy from Waste Hannover GmbH,no
,TRV Buschhaus,37.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,EEW Energy from Waste Helmstedt GmbH,no
,Karnap,38.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,RWE Generation SE,no
,TREA Leuna,32.5,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,MVV Energie AG,yes
,Kläranlage,12.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,BASF SE,no
,MHKW Rothensee,58.4,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Müllheizkraftwerk Rothensee GmbH,yes
,HKW Mannheim,48.34,6.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,MVV Energie AG,yes
,HKW Sandreuth,18.0,1.0,DE,,,COMC,Waste,0.33,,,,,,,,,,,,yes,,,34.285714285714285,,,,,,,,,,,N-ERGIE AG,no
,GMVA Niederrhein,61.5,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,GMVA Gemeinschafts-Müll-Verbrennungsanlage Niederrhein GmbH,yes
,"MHKW, WKW",9.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Stadtwerke Rosenheim GmbH & Co. KG,no
,IKW Rüdersdorf,30.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,Steag GmbH,no
,GKS,24.4,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,GKS Gemeinschaftskraftwerk Schweinfurt GmbH,no
,Restmüll-Heizkraftwerk Stuttgart-Münster,19.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,79.6027397260274,,,,,,,,,,,EnBW Energie Baden-Württemberg AG,no
,Nord 1,18.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,SWM Services GmbH,no
,Nord 3,22.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,SWM Services GmbH,no
,MVA Weisweiler,27.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,RWE Power AG,no
,PD energy GmbH,9.9,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,PD energy GmbH,no
,Restmüllheizkraftwerk Böblingen,9.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,Zweckverband Restmüllheizkraftwerk Böblingen,no
,BEG,14.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Bremerhavener Entsorgungsgesellschaft mbH,no
,MHKW Burgkirchen,12.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,Zweckverband Abfallverwertung Südostbayern,no
,TREA Breisgau,40.2,3.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,EEW Energy from Waste Saarbrücken GmbH,yes
,EEW Göppingen,11.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,EEW Energy from Waste Göppingen GmbH,no
,MVA Hamm,14.6,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,MHB Hamm Betriebsführungsgesellschaft mbH,no
,RZR Herten I,27.2,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,AGR Abfallentsorgungsgesellschaft Ruhrgebiet mbH,yes
,MVA Ingolstadt,25.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Zweckverband Müllverwertungsanlage Ingolstadt (MVA Ingolstadt),no
,Abfallentsorgungszentrum Asdonkshof,16.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA),no
,Müllheizkraftwerk,44.7,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Müllheizkraftwerk Kassel GmbH,yes
,RMVA Köln,63.1,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,AVG Köln mbH,yes
,MKVA Krefeld,33.1,5.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,EGK Entsorgungsgesellschaft Krefeld GmbH & Co.KG,yes
,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,15.7,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Steag GmbH,no
,FHKW Ludwigshafen,28.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Technische Werke Ludwigshafen AG,no
,SITA Abfallverwertung GmbH ,23.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,SUEZ Energie und Verwertung GmbH,no
,MHKW Mainz,15.6,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Entsorgungsgesellschaft Mainz mbH,no
,Müllheizkraftwerk Offenbach,14.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Energieversorgung Offenbach AG,no
,ZWSF,17.0,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,0.0,,,,,,,,,,,EEW Energy from Waste Premnitz GmbH,yes
,EBS-HKW Rostock,17.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Vattenfall Europe New Energy Ecopower GmbH,no
,AVA Velsen,16.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,AVA Velsen GmbH,no
,Müllkraftwerk Schwandorf,54.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Zweckverband Müllverwertung Schwandorf,no
,Kraftwerk Schwedt GmbH & Co.KG,28.9,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Kraftwerk Schwedt GmbH & Co. KG,no
,REMONDIS Thermische Abfallverwertung GmbH,24.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,REMONDIS Thermische Abfallverwertung GmbH,no
,Restabfallbehandlungsanlage,12.1,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Zweckverband für Abfallwirtschaft Südwestthüringen (ZASt),no
,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,12.61,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,AMK - Abfallentsorgungsgesellschaft des Märkischen Kreises mbH,no
,IHKW Andernach,12.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,IHKW Industrieheizkraftwerk Andernach GmbH,no
,AVA GmbH,10.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,AVA Abfallverwertung Augsburg GmbH,no
,Steinbeis Energie,17.0,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Steinbeis Energie GmbH,no
,Turbosatz 1,20.7,2.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,0.0,,,,,,,,,,,Zweckverband Abfallwirtschaft Raum Würzburg,yes
,EBKW Knapsack,33.4,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,EBS - Kraftwerk GmbH,no
,Hamburger Rieger,18.7,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,Spreestromerzeugungs GmbH,no
,Biomasseheizkraftwerk Wiesbaden,10.5,1.0,DE,,,STUR,Waste,0.33,,,,,,,,,,,,yes,,,,,,,,,,,,,,ESWE BioEnergie GmbH,no
,RAG Anthrazit Ibbenbüren GmbH,33.4,1.0,DE,,,STUR,Other fossil fuels,0.33,,,,,,,,,,,,no,,,,,,,,,,,,,,RAG Anthrazit Ibbenbüren GmbH,no
